,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
2851,repossessed,1990,1990,tt0100475,movie,repossessed,repossessed,0.0,1990.0,,80,"Comedy,Fantasy,Horror"
2888,repulsion,1965,1965,tt0059646,movie,repulsion,repulsion,0.0,1965.0,,105,"Drama,Horror,Thriller"
3637,requiem for a dream,2000,2000,tt0180093,movie,requiem for a dream,requiem for a dream,0.0,2000.0,,102,Drama
1053,reservoir dogs,1992,1992,tt0105236,movie,reservoir dogs,reservoir dogs,0.0,1992.0,,99,"Crime,Thriller"
53,restoration,1995,1995,tt0114272,movie,restoration,restoration,0.0,1995.0,,117,"Biography,Drama,History"
1808,resurrection man,1998,1998,tt0140508,movie,resurrection man,resurrection man,0.0,1998.0,,102,"Crime,Drama,Thriller"
3235,retroactive,1997,1997,tt0117468,movie,retroactive,retroactive,0.0,1997.0,,91,"Action,Crime,Drama"
1977,return from witch mountain,1978,1978,tt0078158,movie,return from witch mountain,return from witch mountain,0.0,1978.0,,95,"Adventure,Family,Fantasy"
3271,return to me,2000,2000,tt0122459,movie,return to me,return to me,0.0,2000.0,,115,"Comedy,Drama,Romance"
1978,return to oz,1985,1985,tt0089908,movie,return to oz,return to oz,0.0,1985.0,,113,"Adventure,Family,Fantasy"
2042,return to paradise,1998,1998,tt0124595,movie,return to paradise,return to paradise,0.0,1998.0,,111,"Drama,Romance,Thriller"
2766,return with honor,1998,1998,tt0176093,movie,return with honor,return with honor,0.0,1998.0,,101,Documentary
1397,rhyme & reason,1997,1997,tt0120014,movie,rhyme & reason,rhyme & reason,0.0,1997.0,,90,"Documentary,Music"
51,richard iii,1995,1995,tt0114279,movie,richard iii,richard iii,0.0,1995.0,,110,"Drama,Sci-Fi,War"
1685,ride,1998,1998,tt0120707,movie,ride,ride,0.0,1998.0,,90,Comedy
2929,ride with the devil,1999,1999,tt0240867,movie,ride with the devil,ride with the devil,0.0,1999.0,,88,Horror
2928,ride with the devil,1999,1999,tt0134154,movie,ride with the devil,ride with the devil,0.0,1999.0,,138,"Drama,Romance,War"
1295,ridicule,1996,1996,tt0117477,movie,ridicule,ridicule,0.0,1996.0,,102,"Comedy,Drama,History"
1444,ripe,1996,1996,tt0117482,movie,ripe,ripe,0.0,1996.0,,92,"Drama,Romance"
524,rising sun,1993,1993,tt0107969,movie,rising sun,rising sun,0.0,1993.0,,125,"Action,Crime,Drama"
2758,risky business,1983,1983,tt0086200,movie,risky business,risky business,0.0,1983.0,,99,"Comedy,Crime,Drama"
3367,road trip,2000,2000,tt0215129,movie,road trip,road trip,0.0,2000.0,,93,Comedy
3253,roadside prophets,1992,1992,tt0105267,movie,roadside prophets,roadside prophets,0.0,1992.0,,96,"Adventure,Comedy,Drama"
167,rob roy,1995,1995,tt0114287,movie,rob roy,rob roy,0.0,1995.0,,139,"Adventure,Biography,Drama"
2854,robin hood,1973,1973,tt0070608,movie,robin hood,robin hood,0.0,1973.0,,83,"Adventure,Animation,Comedy"
529,robin hood: men in tights,1993,1993,tt0107977,movie,robin hood: men in tights,robin hood: men in tights,0.0,1993.0,,104,"Adventure,Comedy,Musical"
995,robin hood: prince of thieves,1991,1991,tt0102798,movie,robin hood: prince of thieves,robin hood: prince of thieves,0.0,1991.0,,143,"Action,Adventure,Drama"
2813,robocop,1987,1987,tt0093870,movie,robocop,robocop,0.0,1987.0,,102,"Action,Crime,Sci-Fi"
2814,robocop 2,1990,1990,tt0100502,movie,robocop 2,robocop 2,0.0,1990.0,,117,"Action,Crime,Sci-Fi"
528,robocop 3,1993,1993,tt0107978,movie,robocop 3,robocop 3,0.0,1993.0,,104,"Action,Crime,Sci-Fi"
3500,rocketship x-m,1950,1950,tt0042897,movie,rocketship x-m,rocketship x-m,0.0,1950.0,,77,"Family,Sci-Fi"
1852,rocky,1976,1976,tt0075148,movie,rocky,rocky,0.0,1976.0,,120,"Drama,Sport"
2277,rocky ii,1979,1979,tt0079817,movie,rocky ii,rocky ii,0.0,1979.0,,119,"Drama,Sport"
2278,rocky iii,1982,1982,tt0084602,movie,rocky iii,rocky iii,0.0,1982.0,,99,"Drama,Sport"
2279,rocky iv,1985,1985,tt0089927,movie,rocky iv,rocky iv,0.0,1985.0,,91,"Drama,Sport"
2280,rocky v,1990,1990,tt0100507,movie,rocky v,rocky v,0.0,1990.0,,104,"Drama,Sport"
1953,roger & me,1989,1989,tt0098213,movie,roger & me,roger & me,0.0,1989.0,,91,Documentary
2386,rollercoaster,1977,1977,tt0076636,movie,rollercoaster,rollercoaster,0.0,1977.0,,119,"Action,Crime,Drama"
887,roman holiday,1953,1953,tt0046250,movie,roman holiday,roman holiday,0.0,1953.0,,118,"Comedy,Romance"
2740,romance,1999,1999,tt0194314,movie,romance,romance,0.0,1999.0,,84,"Drama,Romance"
2274,romancing the stone,1984,1984,tt0088011,movie,romancing the stone,romancing the stone,0.0,1984.0,,106,"Action,Adventure,Comedy"
3402,romeo and juliet,1968,1968,tt0063518,movie,romeo and juliet,romeo and juliet,0.0,1968.0,,138,"Drama,Romance"
530,romeo is bleeding,1993,1993,tt0107983,movie,romeo is bleeding,romeo is bleeding,0.0,1993.0,,110,"Crime,Drama,Romance"
3219,romeo must die,2000,2000,tt0165929,movie,romeo must die,romeo must die,0.0,2000.0,,115,"Action,Crime,Thriller"
531,romper stomper,1992,1992,tt0105275,movie,romper stomper,romper stomper,0.0,1992.0,,94,"Crime,Drama,Thriller"
1433,romy and michele's high school reunion,1997,1997,tt0120032,movie,romy and michele's high school reunion,romy and michele's high school reunion,0.0,1997.0,,92,Comedy
2152,ronin,1998,1998,tt0122690,movie,ronin,ronin,0.0,1998.0,,122,"Action,Crime,Thriller"
308,roommates,1995,1995,tt0114296,movie,roommates,roommates,0.0,1995.0,,108,"Comedy,Drama"
2052,rope,1948,1948,tt0040746,movie,rope,rope,0.0,1948.0,,80,"Crime,Drama,Mystery"
1481,roseanna's grave,1997,1997,tt0120034,movie,roseanna's grave,roseanna's grave,0.0,1997.0,,98,"Comedy,Drama,Romance"
2038,rosemary's baby,1968,1968,tt0063522,movie,rosemary's baby,rosemary's baby,0.0,1968.0,,137,"Drama,Horror"
2833,rosetta,1999,1999,tt0200071,movie,rosetta,rosetta,0.0,1999.0,,95,Drama
1392,rosewood,1997,1997,tt0120036,movie,rosewood,rosewood,0.0,1997.0,,140,"Action,Drama,History"
2680,rosie,1998,1998,tt0163185,movie,rosie,rosie,0.0,1998.0,,97,Drama
1468,rough magic,1995,1995,tt0114303,movie,rough magic,rough magic,0.0,1995.0,,105,"Comedy,Drama,Fantasy"
2847,rough night in jericho,1967,1967,tt0062218,movie,rough night in jericho,rough night in jericho,0.0,1967.0,,104,"Romance,Western"
646,roula,1995,1995,tt0117517,movie,roula,roula,0.0,1995.0,,97,Drama
2102,rounders,1998,1998,tt0128442,movie,rounders,rounders,0.0,1998.0,,121,"Crime,Drama"
3361,roustabout,1964,1964,tt0058534,movie,roustabout,roustabout,0.0,1964.0,,101,"Drama,Music,Musical"
532,ruby in paradise,1993,1993,tt0108000,movie,ruby in paradise,ruby in paradise,0.0,1993.0,,114,"Drama,Romance"
633,rude,1995,1995,tt0114305,movie,rude,rude,0.0,1995.0,,89,"Crime,Drama"
533,rudy,1993,1993,tt0108002,movie,rudy,rudy,0.0,1993.0,,114,"Biography,Drama,Sport"
3272,rules of engagement,2000,2000,tt0160797,movie,rules of engagement,rules of engagement,0.0,2000.0,,128,"Drama,Thriller,War"
2539,"run silent, run deep",1958,1958,tt0052151,movie,run silent run deep,"run silent, run deep",0.0,1958.0,,93,"Action,Drama,War"
3627,runaway,1984,1984,tt0088024,movie,runaway,runaway,0.0,1984.0,,99,"Action,Crime,Sci-Fi"
2586,runaway bride,1999,1999,tt0163187,movie,runaway bride,runaway bride,0.0,1999.0,,116,"Comedy,Romance"
2214,runaway train,1985,1985,tt0089941,movie,runaway train,runaway train,0.0,1985.0,,111,"Action,Adventure,Drama"
2326,running scared,1986,1986,tt0091875,movie,running scared,running scared,0.0,1986.0,,107,"Action,Comedy,Crime"
2148,rush hour,1998,1998,tt0120812,movie,rush hour,rush hour,0.0,1998.0,,98,"Action,Comedy,Crime"
2262,rushmore,1998,1998,tt0128445,movie,rushmore,rushmore,0.0,1998.0,,93,"Comedy,Drama,Romance"
2331,ruthless people,1986,1986,tt0091877,movie,ruthless people,ruthless people,0.0,1986.0,,93,"Comedy,Crime"
386,s.f.w.,1994,1994,tt0111048,movie,s.f.w.,s.f.w.,0.0,1994.0,,96,"Comedy,Drama"
2084,sabotage,1936,1936,tt0028212,movie,sabotage,sabotage,0.0,1936.0,,76,"Crime,Thriller"
2078,saboteur,1942,1942,tt0035279,movie,saboteur,saboteur,0.0,1942.0,,109,"Thriller,War"
8,sabrina,1995,1995,tt0114319,movie,sabrina,sabrina,0.0,1995.0,,127,"Comedy,Drama,Romance"
886,sabrina,1954,1954,tt0047437,movie,sabrina,sabrina,0.0,1954.0,,113,"Comedy,Drama,Romance"
212,safe,1995,1995,tt0114323,movie,safe,safe,0.0,1995.0,,119,Drama
2011,safe men,1998,1998,tt0120813,movie,safe men,safe men,0.0,1998.0,,88,"Comedy,Crime"
372,safe passage,1994,1994,tt0111054,movie,safe passage,safe passage,0.0,1994.0,,98,Drama
1395,salut cousin!,1996,1996,tt0117544,movie,hi cousin!,salut cousin!,0.0,1996.0,,98,Comedy
2266,santa claus: the movie,1985,1985,tt0089961,movie,santa claus: the movie,santa claus: the movie,0.0,1985.0,,107,"Adventure,Family,Fantasy"
2933,santa fe trail,1940,1940,tt0033021,movie,santa fe trail,santa fe trail,0.0,1940.0,,110,"War,Western"
1248,santa with muscles,1996,1996,tt0117550,movie,santa with muscles,santa with muscles,0.0,1996.0,,97,Comedy
3440,sarafina!,1992,1992,tt0105316,movie,sarafina!,sarafina!,0.0,1992.0,,117,"Drama,Musical"
3542,saving grace,2000,2000,tt0195234,movie,saving grace,saving grace,0.0,2000.0,,93,"Comedy,Crime"
1918,saving private ryan,1998,1998,tt0120815,movie,saving private ryan,saving private ryan,0.0,1998.0,,169,"Drama,War"
2230,savior,1998,1998,tt0120070,movie,savior,savior,0.0,1998.0,,103,"Drama,War"
2117,say anything...,1989,1989,tt0098258,movie,say anything,say anything...,0.0,1989.0,,100,"Comedy,Drama,Romance"
3507,scary movie,2000,2000,tt0175142,movie,scary movie,scary movie,0.0,2000.0,,88,Comedy
3041,scent of a woman,1992,1992,tt0105323,movie,scent of a woman,scent of a woman,0.0,1992.0,,156,Drama
535,schindler's list,1993,1993,tt0108052,movie,schindler's list,schindler's list,0.0,1993.0,,195,"Biography,Drama,History"
1466,schizopolis,1996,1996,tt0117561,movie,schizopolis,schizopolis,0.0,1996.0,,96,"Comedy,Fantasy,Mystery"
958,schlafes bruder,1995,1995,tt0114354,movie,brother of sleep,schlafes bruder,0.0,1995.0,,127,"Drama,Music,Romance"
3190,school daze,1988,1988,tt0096054,movie,school daze,school daze,0.0,1988.0,,121,"Comedy,Drama,Musical"
1335,scream,1996,1996,tt0117571,movie,scream,scream,0.0,1996.0,,111,"Horror,Mystery"
1628,scream 2,1997,1997,tt0120082,movie,scream 2,scream 2,0.0,1997.0,,120,"Horror,Mystery"
3062,scream 3,2000,2000,tt0134084,movie,scream 3,scream 3,0.0,2000.0,,116,"Horror,Mystery"
91,screamers,1995,1995,tt0114367,movie,screamers,screamers,0.0,1995.0,,108,"Horror,Sci-Fi,Thriller"
3345,screwed,2000,2000,tt0156323,movie,screwed,screwed,0.0,2000.0,,81,"Comedy,Crime"
2895,scrooged,1988,1988,tt0096061,movie,scrooged,scrooged,0.0,1988.0,,101,"Comedy,Drama,Fantasy"
537,searching for bobby fischer,1993,1993,tt0108065,movie,searching for bobby fischer,searching for bobby fischer,0.0,1993.0,,109,"Biography,Drama,Sport"
538,second best,1994,1994,tt0111102,movie,second best,second best,0.0,1994.0,,105,Drama
2085,secret agent,1936,1936,tt0028231,movie,secret agent,secret agent,0.0,1936.0,,86,"Mystery,Thriller"
1013,secrets & lies,1996,1996,tt0117589,movie,secrets & lies,secrets & lies,0.0,1996.0,,136,"Comedy,Drama"
1413,selena,1997,1997,tt0120094,movie,selena,selena,0.0,1997.0,,127,"Biography,Drama,Music"
20,sense and sensibility,1995,1995,tt0114388,movie,sense and sensibility,sense and sensibility,0.0,1995.0,,136,"Drama,Romance"
1660,senseless,1998,1998,tt0120820,movie,senseless,senseless,0.0,1998.0,,93,"Comedy,Romance"
541,serial mom,1994,1994,tt0111127,movie,serial mom,serial mom,0.0,1994.0,,95,"Comedy,Crime,Thriller"
3463,serpico,1973,1973,tt0070666,movie,serpico,serpico,0.0,1973.0,,130,"Biography,Crime,Drama"
968,set it off,1996,1996,tt0117603,movie,set it off,set it off,0.0,1996.0,,123,"Action,Crime,Drama"
3025,seven chances,1925,1925,tt0016332,movie,seven chances,seven chances,0.0,1925.0,,56,"Comedy,Romance"
3382,seven days in may,1964,1964,tt0058576,movie,seven days in may,seven days in may,0.0,1964.0,,118,"Drama,Thriller"
1538,seven years in tibet,1997,1997,tt0120102,movie,seven years in tibet,seven years in tibet,0.0,1997.0,,136,"Adventure,Biography,Drama"
1127,"sex, lies, and videotape",1989,1989,tt0098724,movie,"sex, lies, and videotape","sex, lies, and videotape",0.0,1989.0,,100,Drama
643,sgt. bilko,1996,1996,tt0117608,movie,sgt. bilko,sgt. bilko,0.0,1996.0,,93,Comedy
1026,shadow conspiracy,1997,1997,tt0120107,movie,shadow conspiracy,shadow conspiracy,0.0,1997.0,,103,"Action,Thriller"
2077,shadow of a doubt,1943,1943,tt0036342,movie,shadow of a doubt,shadow of a doubt,0.0,1943.0,,108,"Film-Noir,Thriller"
544,shadowlands,1993,1993,tt0108101,movie,shadowlands,shadowlands,0.0,1993.0,,131,"Biography,Drama,Romance"
2167,shadrach,1998,1998,tt0144604,movie,shadrach,shadrach,0.0,1998.0,,88,Drama
3457,shaft,1971,1971,tt0067741,movie,shaft,shaft,0.0,1971.0,,100,"Action,Crime,Thriller"
3470,shaft,2000,2000,tt0162650,movie,shaft,shaft,0.0,2000.0,,99,"Action,Crime,Thriller"
3501,shaft in africa,1973,1973,tt0070679,movie,shaft in africa,shaft in africa,0.0,1973.0,,112,"Action,Adventure,Crime"
3502,shaft's big score!,1972,1972,tt0069257,movie,shaft's big score!,shaft's big score!,0.0,1972.0,,104,"Action,Crime,Drama"
3300,shakes the clown,1991,1991,tt0102898,movie,shakes the clown,shakes the clown,0.0,1991.0,,87,"Comedy,Crime,Drama"
2263,shakespeare in love,1998,1998,tt0138097,movie,shakespeare in love,shakespeare in love,0.0,1998.0,,123,"Comedy,Drama,History"
319,shallow grave,1994,1994,tt0111149,movie,shallow grave,shallow grave,0.0,1994.0,,89,"Crime,Thriller"
2905,shampoo,1975,1975,tt0073692,movie,shampoo,shampoo,0.0,1975.0,,110,"Comedy,Drama"
3574,shane,1953,1953,tt0046303,movie,shane,shane,0.0,1953.0,,118,"Drama,Western"
3375,shanghai noon,2000,2000,tt0184894,movie,shanghai noon,shanghai noon,0.0,2000.0,,110,"Action,Adventure,Comedy"
3164,shanghai surprise,1986,1986,tt0091934,movie,shanghai surprise,shanghai surprise,0.0,1986.0,,97,"Adventure,Comedy,Crime"
2197,shattered image,1998,1998,tt0143874,movie,shattered image,shattered image,0.0,1998.0,,102,"Crime,Drama,Fantasy"
2349,she's all that,1999,1999,tt0160862,movie,she's all that,she's all that,0.0,1999.0,,95,"Comedy,Romance"
3189,she's gotta have it,1986,1986,tt0091939,movie,she's gotta have it,she's gotta have it,0.0,1986.0,,84,"Comedy,Romance"
1522,she's so lovely,1997,1997,tt0120112,movie,she's so lovely,she's so lovely,0.0,1997.0,,100,"Drama,Romance"
794,she's the one,1996,1996,tt0117628,movie,she's the one,she's the one,0.0,1996.0,,96,"Comedy,Drama,Romance"
3165,she-devil,1989,1989,tt0098309,movie,she-devil,she-devil,0.0,1989.0,,99,Comedy
1289,shine,1996,1996,tt0117631,movie,shine,shine,0.0,1996.0,,105,"Biography,Drama,Music"
1671,shooting fish,1997,1997,tt0120122,movie,shooting fish,shooting fish,0.0,1997.0,,109,"Comedy,Crime,Romance"
114,shopping,1994,1994,tt0111173,movie,shopping,shopping,0.0,1994.0,,105,"Action,Crime,Drama"
545,short cuts,1993,1993,tt0108122,movie,short cuts,short cuts,0.0,1993.0,,188,"Comedy,Drama"
216,showgirls,1995,1995,tt0114436,movie,showgirls,showgirls,0.0,1995.0,,128,Drama
2218,sid and nancy,1986,1986,tt0091954,movie,sid and nancy,sid and nancy,0.0,1986.0,,112,"Biography,Drama,Music"
3557,silent fall,1994,1994,tt0111187,movie,silent fall,silent fall,0.0,1994.0,,101,"Drama,Mystery,Thriller"
2107,simon birch,1998,1998,tt0124879,movie,simon birch,simon birch,0.0,1998.0,,114,"Comedy,Drama,Family"
2733,simon sez,1999,1999,tt0168172,movie,simon sez,simon sez,0.0,1999.0,,85,"Action,Comedy"
2967,simpatico,1999,1999,tt0174204,movie,simpatico,simpatico,0.0,1999.0,,106,"Comedy,Crime,Drama"
2357,simply irresistible,1999,1999,tt0145893,movie,simply irresistible,simply irresistible,0.0,1999.0,,96,"Comedy,Drama,Fantasy"
3525,sinbad and the eye of the tiger,1977,1977,tt0076716,movie,sinbad and the eye of the tiger,sinbad and the eye of the tiger,0.0,1977.0,,113,"Action,Adventure,Family"
870,singin' in the rain,1952,1952,tt0045152,movie,singin' in the rain,singin' in the rain,0.0,1952.0,,103,"Comedy,Musical,Romance"
3064,single white female,1992,1992,tt0105414,movie,single white female,single white female,0.0,1992.0,,107,"Drama,Thriller"
3051,singles,1992,1992,tt0105415,movie,singles,singles,0.0,1992.0,,99,"Comedy,Drama,Music"
547,sirens,1994,1994,tt0111201,movie,sirens,sirens,0.0,1994.0,,98,"Comedy,Drama,Romance"
3035,sister act,1992,1992,tt0105417,movie,sister act,sister act,0.0,1992.0,,100,"Comedy,Family,Music"
3036,sister act 2: back in the habit,1993,1993,tt0108147,movie,sister act 2: back in the habit,sister act 2: back in the habit,0.0,1993.0,,107,"Comedy,Family,Music"
1794,six days seven nights,1998,1998,tt0120828,movie,six days seven nights,six days seven nights,0.0,1998.0,,102,"Action,Adventure,Comedy"
548,six degrees of separation,1993,1993,tt0108149,movie,six degrees of separation,six degrees of separation,0.0,1993.0,,112,"Comedy,Drama,Mystery"
1105,six of a kind,1934,1934,tt0025799,movie,six of a kind,six of a kind,0.0,1934.0,,62,Comedy
2405,six ways to sunday,1997,1997,tt0127288,movie,six ways to sunday,six ways to sunday,0.0,1997.0,,97,"Comedy,Crime,Drama"
2150,six-string samurai,1998,1998,tt0118736,movie,six-string samurai,six-string samurai,0.0,1998.0,,91,"Action,Adventure,Comedy"
2026,sixteen candles,1984,1984,tt0088128,movie,sixteen candles,sixteen candles,0.0,1984.0,,93,"Comedy,Romance"
3587,skipped parts,2000,2000,tt0209322,movie,skipped parts,skipped parts,0.0,2000.0,,100,"Comedy,Drama,Romance"
2177,slam,1998,1998,tt0139615,movie,slam,slam,0.0,1998.0,,100,Drama
1747,slappy and the stinkers,1998,1998,tt0120213,movie,slappy and the stinkers,slappy and the stinkers,0.0,1998.0,,78,"Comedy,Family"
2848,slaughterhouse,1987,1987,tt0093990,movie,slaughterhouse,slaughterhouse,0.0,1987.0,,85,"Comedy,Horror"
3154,slaves to the underground,1997,1997,tt0117664,movie,slaves to the underground,slaves to the underground,0.0,1997.0,,93,"Comedy,Drama,Music"
2456,slc punk!,1998,1998,tt0133189,movie,slc punk!,slc punk!,0.0,1998.0,,97,"Comedy,Drama,Music"
3554,sleepaway camp,1983,1983,tt0086320,movie,sleepaway camp,sleepaway camp,0.0,1983.0,,84,Horror
1040,sleeper,1973,1973,tt0070707,movie,sleeper,sleeper,0.0,1973.0,,89,"Comedy,Sci-Fi"
1030,sleepers,1996,1996,tt0117665,movie,sleepers,sleepers,0.0,1996.0,,147,"Crime,Drama,Thriller"
1982,sleeping beauty,1959,1959,tt0053285,movie,sleeping beauty,sleeping beauty,0.0,1959.0,,75,"Adventure,Animation,Family"
549,sleepless in seattle,1993,1993,tt0108160,movie,sleepless in seattle,sleepless in seattle,0.0,1993.0,,105,"Comedy,Drama,Romance"
1075,sleepover,1995,1995,tt0114472,movie,sleepover,sleepover,0.0,1995.0,,88,Drama
3438,sleepwalkers,1992,1992,tt0105428,movie,sleepwalkers,sleepwalkers,0.0,1992.0,,91,"Fantasy,Horror"
2893,sleepy hollow,1999,1999,tt0162661,movie,sleepy hollow,sleepy hollow,0.0,1999.0,,105,"Fantasy,Horror,Mystery"
1598,sliding doors,1998,1998,tt0120148,movie,sliding doors,sliding doors,0.0,1998.0,,99,"Comedy,Drama,Fantasy"
1290,sling blade,1996,1996,tt0117666,movie,sling blade,sling blade,0.0,1996.0,,135,Drama
550,sliver,1993,1993,tt0108162,movie,sliver,sliver,0.0,1993.0,,107,"Drama,Thriller"
844,small faces,1995,1995,tt0114474,movie,small faces,small faces,0.0,1995.0,,108,Drama
1818,small soldiers,1998,1998,tt0122718,movie,small soldiers,small soldiers,0.0,1998.0,,108,"Action,Adventure,Comedy"
3369,small time crooks,2000,2000,tt0196216,movie,small time crooks,small time crooks,0.0,2000.0,,94,"Comedy,Crime"
3026,smashing time,1967,1967,tt0062281,movie,smashing time,smashing time,0.0,1967.0,,96,"Comedy,Musical"
1405,smilla's sense of snow,1997,1997,tt0120152,movie,smilla's sense of snow,smilla's sense of snow,0.0,1997.0,,121,"Crime,Drama,Mystery"
218,smoke,1995,1995,tt0114478,movie,smoke,smoke,0.0,1995.0,,112,"Comedy,Drama"
1814,smoke signals,1998,1998,tt0120321,movie,smoke signals,smoke signals,0.0,1998.0,,89,"Comedy,Drama"
3287,smoking/no smoking,1993,1993,tt0108167,movie,smoking/no smoking,smoking/no smoking,0.0,1993.0,,298,"Comedy,Drama"
